Frequency (GHz),Beta_TE_1,Alpha_TE_1,Beta_TM_1,Alpha_TM_1,Beta_TE_2,Alpha_TE_2,Beta_TM_2,Alpha_TM_2,Beta_TE_3,Alpha_TE_3,Beta_TM_3,Alpha_TM_3,Beta_TE_4,Alpha_TE_4,Beta_TM_4,Alpha_TM_4,Beta_TE_5,Alpha_TE_5,Beta_TM_5,Alpha_TM_5,Beta_TE_6,Alpha_TE_6,Beta_TM_6,Alpha_TM_6
60.00000000000001,3.0885904459810702,0.0,2.556410068204457,0.0,2.127131535175296,0.0,1.0035827783449087,0.0,1.0000000000000568,0.0,0.9097145434178942,0.0,1.0000000000000142,0.0,0.5216034027900249,0.0,1.0000000000000009,0.0,0.5143765993088287,0.0,1.0,0.0,0.0,0.0
60.909090909090914,3.0912098814544575,0.0,2.576718981482168,0.0,2.156805876924754,0.0,1.005551998746068,0.0,1.0000000000000373,0.0,0.916106752971442,0.0,1.000000000000024,0.0,0.5483879174443856,0.0,1.0000000000000213,0.0,0.5351375498406401,0.0,1.000000000000016,0.0,0.0,0.0
61.81818181818183,3.0937325077518922,0.0,2.5960446298931275,0.0,2.185227128868934,0.0,1.007787608060536,0.0,1.000000000000063,0.0,0.9223325981630361,0.0,1.0000000000000115,0.0,0.5731978055234258,0.0,1.0000000000000107,0.0,0.5542625000838751,0.0,0.9093339362262841,0.0,0.0,0.0
62.727272727272734,3.0961630396832924,0.0,2.6144509647709286,0.0,2.2124653259107343,0.0,1.01038010399921,0.0,1.0000000000001004,0.0,0.9284095969884224,0.0,1.0000000000000302,0.0,0.5963846966297491,0.0,1.0000000000000115,0.0,0.5719636034522628,0.0,0.9999999999999796,0.0,0.0,0.0
63.63636363636365,3.0985059085939697,0.0,2.6319967493987964,0.0,2.2385858432280847,0.0,1.0134507064244809,0.0,1.0000000000000488,0.0,0.9343433137279472,0.0,1.000000000000016,0.0,0.6182340438050241,0.0,1.0000000000000044,0.0,0.5884127375271542,0.0,0.9999999999999991,0.0,0.0,0.0
64.54545454545455,3.1007652825472225,0.0,2.648736054851384,0.0,2.263649713464917,0.0,1.017162228756285,0.0,1.0000000000000417,0.0,0.9401235576149859,0.0,1.0000000000000275,0.0,0.6389848151180967,0.0,1.0000000000000107,0.0,0.6037515449920013,0.0,1.0000000000000098,0.0,0.0,0.0
65.45454545454545,3.1029450848537876,0.0,2.664718703067153,0.0,2.2877139320478297,0.0,1.0217319408155132,0.0,1.000000000000072,0.0,0.9457205599687883,0.0,1.0000000000000338,0.0,0.6588419592059624,0.0,1.000000000000024,0.0,0.6180984369413822,0.0,1.0000000000000107,0.0,0.0,0.0
66.36363636363637,3.1050490111002365,0.0,2.6799906629371706,0.0,2.310831747057386,0.0,1.0274447447042,0.0,1.0000000000000586,0.0,0.9510831650727641,0.0,1.0000000000000187,0.0,0.6779837369304533,0.0,1.0000000000000018,0.0,0.6315536180721855,0.0,0.9999999999999947,0.0,0.0,0.0
67.27272727272728,3.1070805448138747,0.0,2.6945944046474395,0.0,2.333052931820618,0.0,1.0346634528508634,0.0,1.0000000000000497,0.0,0.95614222251259,0.0,1.0000000000000133,0.0,0.6965646433932838,0.0,1.0000000000000115,0.0,0.6442027810057922,0.0,0.9275780449574562,0.0,0.0,0.0
68.18181818181819,3.1090429718865247,0.0,2.708569216981697,0.0,2.3544240395302976,0.0,1.0438324346317296,0.0,1.0000000000000515,0.0,0.9608218466699578,0.0,1.0000000000000462,0.0,0.7147137526703072,0.0,1.0000000000000435,0.0,0.656119879758106,0.0,1.0000000000000107,0.0,0.0,0.0
69.0909090909091,3.110939393868633,0.0,2.7219514917694134,0.0,2.3749886399361864,0.0,1.0554725594771528,0.0,1.0000000000000622,0.0,0.9650572316677454,0.0,1.000000000000016,0.0,0.732527836003122,0.0,1.000000000000008,0.0,0.6673692503538924,0.0,0.9999999999999991,0.0,0.0,0.0
70.0,3.112772740233061,0.0,2.7347749791930274,0.0,2.3947875386179667,0.0,1.0701669468883397,0.0,1.0000000000000728,0.0,0.9688118498579271,0.0,1.0,0.0,0.7500588932879501,0.0,0.9999999999999822,0.0,0.6780072585999228,0.0,0.9357824305657193,0.0,0.0,0.0
